Player,Nation,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Position_2,Position,League
Mário Rui,POR,Napoli,32,1991,13.4,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,+0.1,26,89,19,7,90,,Defender,Serie A
Aitor Ruibal,ESP,Betis,27,1996,11.3,445,586,75.9,7163,2899,252,280,90.0,148,190,77.9,37,79,46.8,1,1.3,0.8,-0.3,11,37,14,3,54,Forward,Defender,La Liga
Fabián Ruiz Peña,ESP,Paris S-G,27,1996,13.3,778,872,89.2,13193,2887,347,378,91.8,352,386,91.2,54,70,77.1,3,1.2,1.5,+1.8,18,53,17,2,78,,Midfielder,Ligue 1
Sergio Ruiz,ESP,Granada,28,1994,27.7,1080,1283,84.2,18617,5626,490,541,90.6,466,517,90.1,96,151,63.6,4,1.3,1.8,+2.7,12,68,23,3,113,,Midfielder,La Liga
Julian Ryerson,NOR,Dortmund,25,1997,19.6,974,1129,86.3,14916,3144,503,549,91.6,399,448,89.1,43,70,61.4,1,2.7,2.8,-1.7,14,46,7,5,64,,Defender,Bundesliga
Frederik Rønnow,DEN,Union Berlin,30,1992,33.0,951,1316,72.3,26908,19806,173,173,100.0,475,483,98.3,296,651,45.5,0,0.1,0.1,-0.1,1,36,1,0,1,,Goalkeeper,Bundesliga
José Sá,POR,Wolves,30,1993,33.7,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,+1.0,1,8,0,0,1,,Goalkeeper,Premier League
Youssouf Sabaly,SEN,Betis,30,1993,11.6,540,656,82.3,7544,2477,314,352,89.2,192,223,86.1,16,38,42.1,1,0.5,0.7,+0.5,4,33,10,1,47,,Defender,La Liga
Emmanuel Sabbi,USA,Le Havre,25,1997,17.6,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,-0.4,10,21,9,3,36,Midfielder,Forward,Ligue 1
Stefano Sabelli,ITA,Genoa,30,1993,27.0,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,-0.9,20,58,35,15,88,,Defender,Serie A
Marcel Sabitzer,AUT,Dortmund,29,1994,21.8,868,1067,81.3,12805,3494,478,539,88.7,292,344,84.9,51,98,52.0,3,1.8,3.0,+1.2,22,78,23,1,111,,Midfielder,Bundesliga
Falaye Sacko,MLI,Montpellier,28,1995,15.4,605,784,77.2,10049,3666,267,311,85.9,275,343,80.2,41,84,48.8,1,0.4,1.3,+0.6,7,39,13,6,63,,Defender,Ligue 1
Dominic Sadi,ENG,Bournemouth,19,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Premier League
Umar Sadiq,NGA,Real Sociedad,26,1997,12.0,131,192,68.2,1831,294,74,96,77.1,42,58,72.4,6,12,50.0,1,1.1,0.9,-0.1,10,8,4,1,13,,Forward,La Liga
Alexis Saelemaekers,BEL,Bologna,24,1999,21.0,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77,Midfielder,Forward,Serie A
Modibo Sagnan,MLI,Montpellier,24,1999,11.7,442,517,85.5,8897,3096,124,147,84.4,236,256,92.2,66,89,74.2,0,0.3,0.4,-0.3,3,27,0,0,25,,Defender,Ligue 1
Wesley Saïd,FRA,Lens,28,1995,11.3,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,+0.1,12,20,12,2,26,Midfielder,Forward,Ligue 1
Théo Sainte-Luce,FRA,Montpellier,24,1998,3.8,136,172,79.1,2097,901,67,73,91.8,60,75,80.0,5,14,35.7,0,0.1,0.1,-0.1,1,10,0,0,15,,Defender,Ligue 1
Bukayo Saka,ENG,Arsenal,21,2001,32.4,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,9,10.5,11.0,-1.5,91,39,73,12,126,,Forward,Premier League
Mamadou Sakho,FRA,Montpellier,33,1990,0.1,15,16,93.8,192,105,8,8,100.0,6,6,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,,Defender,Ligue 1
Ibrahim Salah,MAR,Rennes,21,2001,5.8,177,232,76.3,2754,612,97,111,87.4,60,82,73.2,12,23,52.2,1,0.5,1.2,+0.5,5,11,7,2,18,Midfielder,Forward,Ligue 1
Mohamed Salah,EGY,Liverpool,31,1992,28.2,737,1010,73.0,10826,3213,433,510,84.9,234,331,70.7,43,65,66.2,10,11.8,7.5,-1.8,66,56,68,6,147,,Forward,Premier League
Amine Salama,FRA,Reims,23,2000,3.5,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,-0.2,5,7,1,1,7,,Forward,Ligue 1
Kike Salas,ESP,Sevilla,21,2002,17.8,794,1009,78.7,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,0,0.5,0.8,-0.5,5,54,6,2,61,,Defender,La Liga
William Saliba,FRA,Arsenal,22,2001,38.0,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,+0.8,6,175,6,1,157,,Defender,Premier League
Mohammed Salisu,GHA,Monaco,24,1999,11.5,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,+0.8,3,88,4,0,72,,Defender,Ligue 1
Roland Sallai,HUN,Freiburg,26,1997,20.4,416,588,70.7,6140,1376,234,269,87.0,136,184,73.9,23,64,35.9,2,3.5,3.6,-1.5,29,26,28,12,41,Forward,Midfielder,Bundesliga
Yoann Salmier,GUF,Le Havre,30,1992,17.4,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,+0.3,6,43,7,1,48,,Defender,Ligue 1
Salvi,ESP,Rayo Vallecano,32,1991,0.3,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,La Liga
Lazar Samardzic,SRB,Udinese,21,2002,26.4,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,-3.5,62,86,15,4,83,,Midfielder,Serie A
Diadie Samassékou,MLI,Cádiz,27,1996,1.0,45,47,95.7,771,223,23,23,100.0,12,13,92.3,8,8,100.0,0,0.0,0.0,0.0,1,8,0,0,7,,Midfielder,La Liga
Diadie Samassékou,MLI,Hoffenheim,27,1996,0.0,2,2,100.0,25,0,1,1,100.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Bundesliga
Mama Samba Baldé,GNB,Lyon,27,1995,6.1,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,+0.7,13,4,4,0,11,Midfielder,Forward,Ligue 1
Brice Samba,FRA,Lens,29,1994,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4,,Goalkeeper,Ligue 1
Albert Sambi Lokonga,BEL,Luton Town,23,1999,14.5,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,+1.6,9,68,6,1,72,,Midfielder,Premier League
Junior Sambia,FRA,Salernitana,26,1996,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,+1.1,12,30,10,5,41,Midfielder,Defender,Serie A
Fede San Emeterio,ESP,Cádiz,26,1997,1.7,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,-0.1,1,3,1,1,4,,Midfielder,La Liga
Antonio Sanabria,PAR,Torino,27,1996,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57,Midfielder,Forward,Serie A
Oihan Sancet,ESP,Athletic Club,23,2000,21.9,641,802,79.9,9165,2212,370,432,85.6,219,266,82.3,26,37,70.3,5,4.7,2.9,+0.3,42,80,34,4,121,,Midfielder,La Liga
Renato Sanches,POR,Roma,25,1997,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10,,Midfielder,Serie A
Ricard Sánchez,ESP,Granada,23,2000,25.5,820,1091,75.2,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,0,1.9,2.7,-1.9,22,63,29,18,84,,Defender,La Liga
Alexis Sánchez,CHI,Inter,34,1988,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,+1.9,18,28,24,2,53,Midfielder,Forward,Serie A
Antonio Sánchez,ESP,Mallorca,26,1997,16.1,378,545,69.4,6013,1779,193,236,81.8,142,182,78.0,30,63,47.6,1,0.8,1.8,+0.2,12,32,14,6,57,,Midfielder,La Liga
Davinson Sánchez,COL,Tottenham,27,1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0.0,0,13,0,0,2,,Defender,Premier League
Juanlu Sánchez,ESP,Sevilla,19,2003,13.1,577,730,79.0,8548,2813,343,389,88.2,204,249,81.9,21,50,42.0,2,1.1,1.1,+0.9,17,37,20,10,50,,Defender,La Liga
Manu Sánchez,ESP,Celta Vigo,22,2000,19.7,656,866,75.8,10322,4222,357,411,86.9,244,307,79.5,39,84,46.4,5,2.7,3.0,+2.3,20,51,25,14,74,Midfielder,Defender,La Liga
Robert Sánchez,ESP,Chelsea,25,1997,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1,,Goalkeeper,Premier League
Jadon Sancho,ENG,Manchester Utd,23,2000,0.9,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,2,0,4,Midfielder,Forward,Premier League
Jadon Sancho,ENG,Dortmund,23,2000,10.5,414,512,80.9,5598,1668,270,311,86.8,105,122,86.1,17,28,60.7,2,3.0,3.3,-1.0,25,25,26,4,62,Midfielder,Forward,Bundesliga
Alex Sandro,BRA,Juventus,32,1991,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,,Defender,Serie A
Ibou Sané,SEN,Metz,18,2005,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7,Forward,Midfielder,Ligue 1
Leroy Sané,GER,Bayern Munich,27,1996,23.7,878,1098,80.0,12860,3036,538,612,87.9,254,311,81.7,57,98,58.2,11,10.8,9.5,+0.2,72,43,47,2,113,,Forward,Bundesliga
Sadibou Sané,SEN,Metz,19,2004,9.4,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19,,Defender,Ligue 1
Arouna Sangante,SEN,Le Havre,21,2002,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107,,Defender,Ligue 1
Ibrahim Sangaré,CIV,Nott'ham Forest,25,1997,11.5,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,-0.4,7,34,5,0,44,,Midfielder,Premier League
Morgan Sanson,FRA,Nice,28,1994,21.8,630,836,75.4,10830,2818,289,331,87.3,240,300,80.0,71,147,48.3,3,4.0,3.8,-1.0,43,50,20,5,75,,Midfielder,Ligue 1
Nicola Sansone,ITA,Lecce,31,1991,8.5,207,277,74.7,3177,948,115,129,89.1,62,79,78.5,18,40,45.0,2,1.3,0.9,+0.7,17,24,10,2,36,Midfielder,Forward,Serie A
Baptiste Santamaria,FRA,Rennes,28,1995,21.4,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,+0.4,13,104,15,0,134,,Midfielder,Ligue 1
Jesús Santiago,ESP,Getafe,19,2004,7.3,144,189,76.2,2242,445,80,96,83.3,56,67,83.6,7,15,46.7,0,0.4,0.2,-0.4,6,18,4,0,15,,Midfielder,La Liga
Andrey Santos,BRA,Nott'ham Forest,19,2004,0.1,6,6,100.0,90,31,4,4,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,,Midfielder,Premier League
Andrey Santos,BRA,Strasbourg,19,2004,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48,,Midfielder,Ligue 1
Tiago santos,POR,Lille,21,2002,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105,,Defender,Ligue 1
Paco Sanz,ESP,Almería,18,2004,0.3,7,10,70.0,154,79,2,3,66.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,La Liga
Riccardo Saponara,ITA,Hellas Verona,31,1991,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14,Midfielder,Forward,Serie A
Pablo Sarabia,ESP,Wolves,31,1992,19.4,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109,Forward,Midfielder,Premier League
Amin Sarr,SWE,Lyon,22,2001,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1,Midfielder,Forward,Ligue 1
Amin Sarr,SWE,Wolfsburg,22,2001,4.3,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100.0,0,0.2,0.2,-0.2,2,5,5,0,12,Midfielder,Forward,Bundesliga
Bouna Sarr,SEN,Bayern Munich,31,1992,1.2,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0.0,0,9,1,1,2,,Defender,Bundesliga
Ismaila Sarr,SEN,Marseille,25,1998,16.1,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,+1.5,20,10,15,5,36,Midfielder,Forward,Ligue 1
Mamadou Sarr,FRA,Lyon,17,2005,0.1,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Ligue 1
Martin Satriano,URU,Brest,22,2001,20.7,325,456,71.3,5299,1060,172,233,73.8,105,136,77.2,33,45,73.3,4,2.9,2.6,+1.1,21,22,9,1,37,,Forward,Ligue 1
Téji Savanier,FRA,Montpellier,31,1991,30.7,1306,1888,69.2,27308,10471,477,582,82.0,473,618,76.5,293,562,52.1,6,6.9,8.5,-0.9,91,186,44,8,224,,Midfielder,Ligue 1
Stefan Savić,MNE,Atlético Madrid,32,1991,18.1,820,989,82.9,14666,5999,335,364,92.0,402,443,90.7,68,141,48.2,0,0.1,0.6,-0.1,1,59,7,2,66,,Defender,La Liga
Sávio,BRA,Girona,19,2004,33.1,812,1064,76.3,11860,2710,469,529,88.7,265,345,76.8,42,78,53.8,10,7.9,9.9,+2.1,52,28,60,14,93,Midfielder,Forward,La Liga
Zanos Savva,CYP,Torino,17,2005,0.3,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Midfielder,Defender,Serie A
Saba Sazonov,GEO,Torino,21,2002,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8,,Defender,Serie A
Joe Scally,USA,Gladbach,20,2002,24.8,1052,1312,80.2,16405,5910,561,619,90.6,392,477,82.2,67,134,50.0,4,1.4,1.5,+2.6,16,38,15,10,75,,Defender,Bundesliga
Giorgio Scalvini,ITA,Atalanta,19,2003,28.3,1272,1564,81.3,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,3,1.1,1.5,+1.9,11,89,14,2,116,,Defender,Serie A
Gianluca Scamacca,ITA,Atalanta,24,1999,16.1,293,434,67.5,5369,1076,137,202,67.8,99,136,72.8,42,52,80.8,6,3.9,1.5,+2.1,33,30,14,1,41,,Forward,Serie A
Dane Scarlett,ENG,Tottenham,19,2004,0.2,2,3,66.7,25,16,1,1,100.0,1,2,50.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,1,,Forward,Premier League
Kevin Schade,GER,Brentford,21,2001,3.7,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,+0.3,4,8,3,2,9,Midfielder,Forward,Premier League
András Schäfer,HUN,Union Berlin,24,1999,13.5,418,557,75.0,5933,1768,234,275,85.1,138,183,75.4,18,37,48.6,2,1.5,1.0,+0.5,18,25,11,1,59,,Midfielder,Bundesliga
Fabian Schär,SUI,Newcastle Utd,31,1991,33.9,1762,2128,82.8,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,1,0.7,1.4,+0.3,10,145,18,3,133,,Defender,Premier League
Patrik Schick,CZE,Leverkusen,27,1996,11.8,184,231,79.7,2218,317,129,155,83.2,42,50,84.0,3,4,75.0,0,1.0,1.6,-1.0,8,8,5,0,17,,Forward,Bundesliga
Stefan Schimmer,GER,Heidenheim,29,1994,1.7,22,45,48.9,290,93,11,22,50.0,7,13,53.8,1,1,100.0,1,0.9,0.8,+0.1,1,1,1,1,2,Forward,Midfielder,Bundesliga
Xaver Schlager,AUT,RB Leipzig,25,1997,27.5,1587,1798,88.3,26312,7551,749,808,92.7,703,757,92.9,104,152,68.4,5,2.6,3.1,+2.4,27,196,22,2,230,,Midfielder,Bundesliga
Keven Schlotterbeck,GER,Bochum,26,1997,24.3,802,1027,78.1,15211,6371,282,344,82.0,434,503,86.3,78,140,55.7,1,0.6,1.1,+0.4,10,53,5,1,93,,Defender,Bundesliga
Nico Schlotterbeck,GER,Dortmund,23,1999,31.8,2381,2681,88.8,46631,16883,822,869,94.6,1247,1339,93.1,282,399,70.7,1,1.9,2.1,-0.9,16,193,19,0,186,,Defender,Bundesliga
Jeffrey Schlupp,GHA,Crystal Palace,30,1992,15.0,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,-0.3,19,17,9,2,33,Midfielder,Forward,Premier League
Romano Schmid,AUT,Werder Bremen,23,2000,28.9,941,1211,77.7,15062,4544,475,570,83.3,350,433,80.8,77,123,62.6,6,6.3,6.7,-0.3,51,93,46,13,144,Forward,Midfielder,Bundesliga
Kenneth Schmidt,GER,Freiburg,21,2002,0.8,43,48,89.6,749,239,18,18,100.0,22,25,88.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,1,1,4,,Defender,Bundesliga
Niklas Schmidt,GER,Toulouse,25,1998,14.1,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,-1.4,28,80,16,7,106,,Midfielder,Ligue 1
Benno Schmitz,GER,Köln,28,1994,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,+0.7,5,41,16,6,70,,Defender,Bundesliga
Fabian Schnellhardt,GER,Darmstadt 98,29,1994,2.6,149,172,86.6,2555,498,59,66,89.4,77,83,92.8,9,13,69.2,0,0.1,0.1,-0.1,2,9,1,0,15,,Midfielder,Bundesliga
Jan Schöppner,GER,Heidenheim,24,1999,22.2,444,668,66.5,7530,2508,214,293,73.0,176,240,73.3,40,78,51.3,2,1.5,1.4,+0.5,13,40,10,0,72,,Midfielder,Bundesliga
Marcel Schuhen,GER,Darmstadt 98,30,1993,31.0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0.0,0,42,3,0,5,,Goalkeeper,Bundesliga
Perr Schuurs,NED,Torino,23,1999,8.6,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0.0,0,17,1,1,19,,Defender,Serie A
Marvin Schwäbe,GER,Köln,28,1995,34.0,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3,,Goalkeeper,Bundesliga
Alexander Schwolow,GER,Union Berlin,31,1992,1.0,29,36,80.6,814,589,4,4,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Bundesliga
Alex Scott,ENG,Bournemouth,19,2003,11.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,-0.7,22,22,15,2,50,,Midfielder,Premier League
Simone Scuffet,ITA,Cagliari,27,1996,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1,,Goalkeeper,Serie A
Jérémy Sebas,MTQ,Strasbourg,20,2003,4.4,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,0.0,1,3,1,0,6,Midfielder,Forward,Ligue 1
Manuel Sebastián,ESP,Sevilla,19,2004,1.3,45,49,91.8,831,175,16,18,88.9,21,22,95.5,6,7,85.7,0,0.1,0.0,-0.1,2,1,1,0,3,,Midfielder,La Liga
Demba Seck,SEN,Torino,22,2001,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,-0.1,2,9,4,0,12,,Midfielder,Serie A
Demba Seck,SEN,Frosinone,22,2001,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,-0.3,3,2,2,0,9,Midfielder,Forward,Serie A
Aleksandar Sedlar,SRB,Alavés,31,1991,10.5,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,-0.1,2,31,0,0,26,,Defender,La Liga
Alidu Seidu,GHA,Rennes,23,2000,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23,,Defender,Ligue 1
Alidu Seidu,GHA,Clermont Foot,23,2000,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,+0.3,5,43,0,0,33,,Defender,Ligue 1
Nicolas Seiwald,AUT,RB Leipzig,22,2001,8.0,320,390,82.1,5471,1792,148,167,88.6,139,162,85.8,27,43,62.8,2,0.3,0.4,+1.7,5,25,6,0,33,,Midfielder,Bundesliga
Nikola Sekulov,ITA,Juventus,21,2002,0.1,1,2,50.0,3,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Serie A
Davie Selke,GER,Köln,28,1995,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,-0.4,11,12,4,0,17,,Forward,Bundesliga
Matz Sels,BEL,Nott'ham Forest,31,1992,16.0,263,378,69.6,7675,5788,66,66,100.0,103,105,98.1,91,202,45.0,0,0.1,0.1,-0.1,1,14,3,0,0,,Goalkeeper,Premier League
Matz Sels,BEL,Strasbourg,31,1992,19.0,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,-0.5,1,11,1,0,0,,Goalkeeper,Ligue 1
Nélson Semedo,POR,Wolves,29,1993,34.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,Midfielder,Defender,Premier League
Vivaldo Semedo,POR,Udinese,18,2005,0.1,0,1,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Serie A
Antoine Semenyo,GHA,Bournemouth,23,2000,23.4,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,-1.2,29,28,28,7,64,,Forward,Premier League
Marvin Senaya,TOG,Strasbourg,22,2001,23.8,871,1120,77.8,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,1,2.8,1.9,-1.8,21,63,21,18,74,Midfielder,Defender,Ligue 1
Marcos Senesi,ARG,Bournemouth,26,1997,24.9,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,+3.3,22,156,31,11,127,,Defender,Premier League
Stefano Sensi,ITA,Inter,27,1995,0.5,47,52,90.4,962,198,17,17,100.0,20,24,83.3,9,9,100.0,1,0.1,0.1,+0.9,3,2,0,0,3,,Midfielder,Serie A
Suat Serdar,GER,Hellas Verona,26,1997,18.4,445,602,73.9,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,2,1.4,0.9,+0.6,17,56,14,1,68,,Midfielder,Serie A
Benjamin Šeško,SVN,RB Leipzig,20,2003,17.0,215,330,65.2,2541,538,135,183,73.8,53,77,68.8,4,10,40.0,2,1.1,1.3,+0.9,12,8,7,0,22,,Forward,Bundesliga
Kevin Sessa,GER,Heidenheim,23,2000,11.2,331,450,73.6,5953,1904,133,163,81.6,138,176,78.4,42,66,63.6,0,1.3,1.7,-1.3,17,40,13,2,51,Forward,Midfielder,Bundesliga
Aaron Seydel,GER,Darmstadt 98,27,1996,6.9,110,190,57.9,1535,254,66,99,66.7,33,65,50.8,4,6,66.7,0,0.7,0.6,-0.7,9,9,1,0,10,,Forward,Bundesliga
Andres Sfait,ROU,Salernitana,18,2004,0.3,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,1,0,1,Midfielder,Defender,Serie A
Stephan El Shaarawy,ITA,Roma,30,1992,19.3,545,662,82.3,8516,1723,305,350,87.1,194,228,85.1,37,51,72.5,4,2.3,1.8,+1.7,20,23,12,5,44,Defender,Forward,Serie A
Luke Shaw,ENG,Manchester Utd,28,1995,10.7,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1.0,0.9,-1.0,13,33,7,0,45,,Defender,Premier League
James Shea,ENG,Luton Town,32,1991,0.2,6,9,66.7,239,215,0,0,0,3,3,100.0,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,Premier League
Eldor Shomurodov,UZB,Cagliari,28,1995,10.4,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,+1.3,10,10,5,2,18,Midfielder,Forward,Serie A
Steven Shpendi,ALB,Empoli,20,2003,4.6,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,0,1,0.5,0.2,+0.5,5,3,3,0,6,Midfielder,Forward,Serie A
Sofiane Sidi Ali,FRA,Marseille,28,1995,0.2,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,Ligue 1
Vincent Sierro,SUI,Toulouse,27,1995,25.1,1020,1316,77.5,19618,6153,366,431,84.9,500,583,85.8,129,239,54.0,2,2.3,2.8,-0.3,32,134,24,5,135,,Midfielder,Ligue 1
Tim Siersleben,GER,Heidenheim,23,2000,10.1,456,559,81.6,9924,4378,127,145,87.6,246,270,91.1,81,137,59.1,0,0.5,0.4,-0.5,3,39,0,0,48,,Defender,Bundesliga
Kiliann Sildillia,FRA,Freiburg,21,2002,20.1,847,1167,72.6,15116,5689,394,459,85.8,338,452,74.8,100,197,50.8,1,0.8,1.6,+0.2,11,61,19,12,70,,Defender,Bundesliga
